Project;File_Path;SATD_Comment;Commit_Removal;Change_Type
Camel;components/camel-sjms/src/main/java/org/apache/camel/component/sjms/SjmsEndpoint.java;// // TODO since we only need a session pool for one use case, find a better way // // We only create a session pool when we are not transacted. // Transacted listeners or producers need to be paired with the // Session that created them.;520e55fa81f7aa9faa65960ad36be0af8f3d03d0;Method Changed
Camel;components/camel-sjms/src/main/java/org/apache/camel/component/sjms/SjmsEndpoint.java;// TODO fix the string hack;520e55fa81f7aa9faa65960ad36be0af8f3d03d0;Method Changed
Camel;components/camel-optaplanner/src/test/java/org/apache/camel/component/optaplanner/OptaPlannerDaemonSolverTest.java;// TODO Unignore when upgraded to optaplanner 6.3.1+;52a9b2b58cbad00f0e6e8623cfe5d439a0e1ee80;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;// TODO we should support non-singletons in the lifecycle;52f3335ced55035503a16efb32b94deb4eed73aa;Method Changed
Camel;components/camel-irc/src/test/java/org/apache/camel/component/irc/IrcRouteIntegration.java;// TODO this causes errors on shutdown... //otherwise().to("mock:otherIrcCommands"),;53a29731e14eb8a252cdbc95d445b4a0b677251e;Method Changed
Camel;components/camel-irc/src/main/java/org/apache/camel/component/irc/IrcConsumer.java;// TODO: what should we do when a processing failure occurs??;53a29731e14eb8a252cdbc95d445b4a0b677251e;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/builder/xml/XPathBuilder.java;// this completion should not be handed over, as we want to execute it // on current thread as the thread locals is bound the current thread;540ce5414939a8f2b5853d9547a363beb2f97554;Method Removal
Camel;components/camel-cxf/src/test/java/org/apache/camel/component/cxf/CxfRouterTestSupport.java;//TODO need to shutdown the server;54f55a158cd516c144192f60b85f6948dbc7062b;Class Removal
Camel;components/camel-servletlistener/src/main/java/org/apache/camel/component/servletlistener/CamelContextServletListener.java;// TODO: Maybe some way of having CamelContextLifecycleSupport using bean parameter binding // so ppl can build their Camel app without camel-servletlistener dependency on the codebase // TODO: add example and add documentation page;55343f268f5459e03cc052224e3dee62ad163b16;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/util/JsonSchemaHelper.java;// we dont have a json parser, but we know the structure, so just do this simple way;5f5a29b850949af45e23e5fda883e0da2b80c552;Method Removal
Camel;camel-core/src/main/java/org/apache/camel/util/JsonSchemaHelper.java;// we dont have a json parser, but we know the structure, so just do this simple way;5f5a29b850949af45e23e5fda883e0da2b80c552;Method Removal
Camel;components/camel-http/src/main/java/org/apache/camel/component/http/HttpCommonComponent.java;// TODO: HttpCommonEndpoint;600063abdeb2d3030a414b3215625f009770dd58;Method Changed
Camel;camel-core/src/test/java/org/apache/camel/component/file/FileAbsoluteMoveDefaultIssueManual.java;// TODO run this test manually;613d4b7eca55458b46009f45e2ba5a78cc6289e5;Method Unchanged
Camel;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregatorExceptionInPredicateTest.java;// TODO Following assertion should be true while it is not. Instead // exception handler set in BatchProcessor is used and it logs // by default.;613d4b7eca55458b46009f45e2ba5a78cc6289e5;Method Changed
Camel;camel-core/src/test/java/org/apache/camel/component/file/FileBatchConsumerMemoryLeakTest.java;// TODO: Run this manually and browse the memory usage, eg in IDEA there is a Statistics tab;613d4b7eca55458b46009f45e2ba5a78cc6289e5;Method Unchanged
Camel;components/camel-jt400/src/main/java/org/apache/camel/component/jt400/Jt400PgmProducer.java;// TODO Do we need to throw an exception;614c80dc5bf26162f8110bc64c7c5230fc8e2922;Method Changed
Camel;components/camel-irc/src/main/java/org/apache/camel/component/irc/IrcComponent.java;// TODO this is probably bad in the for each;616439cb92f27f35417c699ef017ecfb73ba3816;Method Changed
Camel;camel-script/src/main/java/org/apache/camel/builder/script/ScriptBuilder.java;// TODO consider character sets?;617a3ed5b2795401a81530a3176bdb0b2be18d50;Method Changed
Camel;components/camel-ws/src/main/java/org/apache/camel/component/ws/WsEndpoint.java;// TODO add the throw exception in the method;6208c5afb2809987a84dafe654314783fac81250;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;// TODO refactor below into a separate method;624bc4a7d48899bb555b63f1ccc0c77d7c8fb415;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/binding/BindingEndpoint.java;// TODO this code was copied from Pipeline - should make it static and reuse the code?;62994fd811c0b95b7594f832787b8e537b169c25;Method Removal
Camel;components/camel-script/src/test/java/org/apache/camel/builder/script/JavaScriptExpressionTest.java;// TODO Currently, this test fails because the JavaScript expression in createRouteBuilder // below returns false // To fix that, we need to figure out how to get the expression to return the right value;62b7a6dfa2676ee4386cc8b4e81ce8a5d08bc8f3;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/component/rest/RestApiEndpoint.java;// TODO: is this needed? // there may be an optional context path configured to help Camel calculate the correct urls for the REST services // this may be needed when using camel-servlet where we cannot get the actual context-path or port number of the servlet engine // during init of the servlet;6357550e514d2aac88c3dc0bac497448a1e7237e;Method Unchanged
Camel;camel-core/src/test/java/org/apache/camel/issues/BelasThreadErrorHandlerIssue794Test.java;// NOTE: this error handler below is not used as we must set it before the thread type;63580506b73bd4403b6c9a555b2cb037f5018762;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/file/GenericFileExchange.java;// TODO: Consider removing some of he constructors;63bb0b05fc7ead98492f9afed7e03e36a6bb4a14;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/impl/TimeoutInflightRepository.java;// TODO: rework this a bit and likely add support for this to the default inflight repository;642a91eaef6402385a05bf34de7bf4abc561a4f4;Class Removal
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/AOPDSLTest.java;// TODO: fix this test!;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/WireTapDSLTest.java;/** * a wireTap with two parameters * *@throws Exception * TODO: fix this test! */";6444aebc6bdd7fece226b78096e46446d8091107;Method Unchanged
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/SetExchangePatternDSLTest.java;// TODO: fix this test;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/SplitDSLTest.java;// TODO: fix this test!;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/InterceptSendToEndpointDSLTest.java;// TODO: fix this test!;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/AggregateDSLTest.java;/** * a route involving a external class: CamelException * *@throws Exception *TODO:fix this test! */";6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/AggregateDSLTest.java;/** * a set of routes that uses aggregate DSL * * @throws Exception * TODO: fix this test! */";6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/test/java/org/apache/camel/web/groovy/PredicateRendererTest.java;// TODO: fix this test!;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;components/camel-web/src/main/java/org/apache/camel/web/resources/RouteResource.java;// TODO replace the Form class with an injected bean?;6444aebc6bdd7fece226b78096e46446d8091107;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;// TODO: AOP proxies have additional methods - well known methods should be added to EXCLUDE_METHODS;64a25aa473d3fa391cf2d5616e0adb6c36f0b6d7;Method Unchanged
Camel;camel-core/src/test/java/org/apache/camel/processor/AggregatorTest.java;//TODO fix this test;6603d2e512bad2402aaa4bc31dd0b223d1faf1f0;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/spi/Policy.java;// TODO: Should support async routing engine // we may need the same bridge as we do with InterceptStrategy in DefaultChannel;6691665fb0ee5e2cf613343062a65174b54ea496;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/processor/WrapProcessor.java;// TODO: Should support async routing engine;6691665fb0ee5e2cf613343062a65174b54ea496;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java;// TODO: total number // continue processing the multicast asynchronously;66a871f94b33f48caa59910dd54c97ce0ec7c077;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java;// TODO: There could potential be routeId clash as well, so we should check for that as well;67dcffb3aef9807e299553402f12f6003a28190b;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/management/mbean/ManagedEndpoint.java;// TODO: get from json schema;68403097d1dbc6d2cdf00c20053e3e32c571c877;Method Changed
Camel;components/camel-restlet/src/main/java/org/apache/camel/component/restlet/RestletProducer.java;// TODO: due to https://github.com/restlet/restlet-framework-java/issues/871 // we force sync behavior until that is fixed, then we can switch back to async support;685d5ea6ec5384783d5cb60a0831c0c5cea55858;Method Changed
Camel;components/camel-zookeeper/src/main/java/org/apache/camel/component/zookeeper/ZooKeeperEndpoint.java;// TODO: check how to allow should to indicate getter of an attribute pair //    public boolean shouldListChildren() { //        return getConfiguration().listChildren(), //    };68b81ca1b4e64e62640cbb4a8f63745be490d476;Method Unchanged
Camel;camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppConsumer.java;// TODO: what should we do when a processing failure occurs??;68be7260ab6c9e08c67767178b0aa2a91bb94d06;Method Changed
Camel;components/camel-xmpp/src/main/java/org/apache/camel/component/xmpp/XmppConsumer.java;// TODO: what to do with a RosterPacket other than debug logging it;68be7260ab6c9e08c67767178b0aa2a91bb94d06;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/util/IntrospectionSupport.java;// TODO: Why limit to what the JDK property editor can set?;68ee2bc5383b141702285e10e99081a0f2a543e3;Method Removal
Camel;camel-core/src/main/java/org/apache/camel/processor/RoutingSlip.java;// TODO: Why not use indexOf and substr to find first delimiter, to skip first elemeent;6997ff4ba78fb523f925f11abc7f020dea88fe63;Method Changed
Camel;components/camel-spring/src/main/java/org/apache/camel/spring/CamelContextFactoryBean.java;// do special preparation for some concepts such as interceptors and policies // this is needed as JAXB does not build excaclty the same model definition as Spring DSL would do // using route builders. So we have here a little custom code to fix the JAXB gaps;69b644cee878e1380e5e241abdc55ae8acd1da55;Method Changed
Camel;components/camel-osgi/src/main/java/org/apache/camel/osgi/CamelContextFactoryBean.java;// TODO: should we not thrown an exception to not allow it to startup;6b669aeb5a08753a67d6dad937af55087d699bf0;Method Changed
Camel;components/camel-osgi/src/main/java/org/apache/camel/osgi/OsgiResolverUtil.java;// Use an inner class to avoid a NoClassDefFoundError when used in a non-osgi env;6b669aeb5a08753a67d6dad937af55087d699bf0;Method Removal
Camel;components/camel-rest/src/main/java/org/apache/camel/rest/resources/ResourceSupport.java;// TODO remove redunant non-DRY code ASAP // // The following redundant methods are here // until there is a way to specify a higher priority for HTML views // // for more details see these issues // // https://jsr311.dev.java.net/issues/show_bug.cgi?id=65 // https://jsr311.dev.java.net/issues/show_bug.cgi?id=46;6b6fc87188512ff8fb3731a2db7be723200037ff;Method Removal
Camel;components/camel-rest/src/main/java/org/apache/camel/rest/resources/CamelContextResource.java;// TODO remove redunant non-DRY code ASAP // // The following redundant methods are here // until there is a way to specify a higher priority for HTML views // // for more details see these issues // // https://jsr311.dev.java.net/issues/show_bug.cgi?id=65 // https://jsr311.dev.java.net/issues/show_bug.cgi?id=46;6b6fc87188512ff8fb3731a2db7be723200037ff;Method Removal
Camel;camel-spring/src/main/java/org/apache/camel/spring/util/BeanInfo.java;// TODO use some other mechanism?;6b9f807a6d78225fd910749c297126c3d6a29a3f;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/component/bean/BeanInfo.java;// TODO allow an annotation to expose the operation name to use;6b9f807a6d78225fd910749c297126c3d6a29a3f;Method Unchanged
Camel;components/camel-jhc/src/main/java/org/apache/camel/component/jhc/JhcProducer.java;// TODO Should somehow reference to HttpProducer as now it is copy/paste;6d2c99ec76469a635d8724396857007b9236a6b8;Method Removal
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java;// added "JMSXRecvTimestamp" as a workaround for an Oracle bug/typo in AqjmsMessage;6d2c99ec76469a635d8724396857007b9236a6b8;Method Removal
Camel;components/camel-jms/src/test/java/org/apache/camel/component/jms/JmsSimpleRequestLateReplyTest.java;// TODO: We should get this late reply to work //assertEquals("Late Reply", out.getOut().getBody()),;6e03fcff6889e3d4d6ac63f4048f251fd334d485;Method Changed
Camel;components/camel-spark/src/main/java/org/apache/camel/component/spark/SparkConsumer.java;// TODO: reuse our spark route builder DSL instead of this code;6f83cbebda4c1054366e32eb1dd95262ae439b6f;Method Changed
Camel;components/camel-jms/src/test/java/org/apache/camel/component/jms/tx/JmsToJmsTransactedTest.java;// TODO: mark rollback only causes Spring TX to not rollback on JMS queue;6f95bc93bf8c7f8f2934e809c5f1aafea34c76ad;Method Changed
Camel;platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/BacklogTracerCommand.java;// TODO: need to work on a better command syntax to make it easier to use;6fa4551bc91fc0799ddc90e9743a22403f9dd45b;Class Removal
Camel;camel-core/src/test/java/org/apache/camel/processor/intercept/InterceptSimpleRouteStopTest.java;// TODO: stop is not yet supported //getMockEndpoint("mock:foo").expectedMessageCount(0), //getMockEndpoint("mock:bar").expectedMessageCount(0), //getMockEndpoint("mock:result").expectedMessageCount(0),;6fab045b0fb1805ff6fac5e67d1c29c8829dda4d;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/model/InterceptType.java;// hack: now we need to replace the proceed of the proxy with its own // a bit ugly, operating based on the assumption that the proceed is // in its outputs (if proceed() was called) and/or in the // outputs of the otherwise or last when clause for the predicated version.;6fab045b0fb1805ff6fac5e67d1c29c8829dda4d;Method Removal
Camel;components/camel-spring/src/main/java/org/apache/camel/spring/CamelContextFactoryBean.java;// TODO there should be a neater way to do this!;6fab045b0fb1805ff6fac5e67d1c29c8829dda4d;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/model/InterceptFromDefinition.java;// TODO: reduce complexity of this code;6fab045b0fb1805ff6fac5e67d1c29c8829dda4d;Method Removal
Camel;components/camel-spring/src/main/java/org/apache/camel/spring/CamelContextFactoryBean.java;// TODO: reduce the complex of this code when we overhaul the intercept from;6fab045b0fb1805ff6fac5e67d1c29c8829dda4d;Method Changed
Camel;components/camel-netty-http/src/main/java/org/apache/camel/component/netty/http/RestContextPathMatcher.java;// TODO: improve matching like we have done in camel-servlet;6fae1913455279019c2dbcdc1199ab8685feaeba;Method Unchanged
Camel;components/camel-netty-http/src/main/java/org/apache/camel/component/netty/http/handlers/HttpServerMultiplexChannelHandler.java;// TODO: improve matching like we have done in camel-servlet, eg using candidates;6fae1913455279019c2dbcdc1199ab8685feaeba;Method Changed
Camel;camel-core/src/test/java/org/apache/camel/processor/ChoiceNoErrorHandlerTest.java;// TODO: We need a better solution to traverse a route than using reflection;71e646abf0cb9161004ca84e547d853d9cdb6a65;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/processor/Aggregator.java;// TODO: (davsclaus) CAMEL-1159 What is the point with this code? I think its wrong;724ca669f24d9bd2cba911153a343dd2fbfccd45;Method Removal
Camel;components/camel-spring/src/test/java/org/apache/camel/spring/config/SpringCamelContextThreadPoolProfilesTest.java;// create a thread pool from low // TODO check newThreadPool(this, "MyLow", "low"),;729104692dc86db15847b83bca7ef60acebdbd18;Method Changed
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java;// use a cached pool as DefaultMessageListenerContainer will throttle pool sizing // TODO: The refactored ExecutorServiceManager was not good, now we dont have the JDK API anymore // we need the CachedThreadPool here, but the refactored API does not offer that anymore;729104692dc86db15847b83bca7ef60acebdbd18;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/impl/DefaultExecutorServiceManager.java;// must set camel id here in the pattern and let the other placeholders be resolved on demand // TODO: Let ThreadHelper do this on demand;7301fc7cca70c41bbf7d8c135995298380408191;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/impl/DefaultExecutorServiceManager.java;// TODO: The lookup methods could possible be removed and replace using other methods/logic;7301fc7cca70c41bbf7d8c135995298380408191;Method Removal
Camel;camel-bam/src/main/java/org/apache/camel/bam/model/ActivityState.java;// TODO do check on this entity;74fe7f58f64ed5ab6e15184b2fb8e29011c64738;Method Removal
Camel;components/camel-solr/src/test/java/org/apache/camel/component/solr/SolrTransactionsTest.java;// TODO Auto-generated constructor stub;7569500c6acd3ec931c3839287597ec65619889b;Method Unchanged
Camel;components/camel-solr/src/test/java/org/apache/camel/component/solr/SolrDeleteTest.java;// TODO Auto-generated constructor stub;7569500c6acd3ec931c3839287597ec65619889b;Method Unchanged
Camel;components/camel-solr/src/test/java/org/apache/camel/component/solr/SolrUpdateTest.java;// TODO Auto-generated constructor stub;7569500c6acd3ec931c3839287597ec65619889b;Method Unchanged
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsTemporaryTopicEndpoint.java;// We don't want to manage this temporary object;7573a5cd8a929f0c64096ebe03e663e72f037695;Method Removal
Camel;components/camel-cdi/src/main/java/org/apache/camel/component/cdi/util/BeanManagerProvider.java;//X TODO Java-EE5 support needs to be discussed // workaround for some Java-EE5 environments in combination with a special // StartupBroadcaster for bootstrapping CDI;771ac96c6ecd002f3e1ea3ab4d911d522f670a56;Class Removal
Camel;components/camel-cdi/src/main/java/org/apache/camel/component/cdi/util/BeanManagerProvider.java;//workaround didn't work -> force NPE;771ac96c6ecd002f3e1ea3ab4d911d522f670a56;Class Removal
Camel;camel-core/src/test/java/org/apache/camel/processor/aggregator/AggregateForceCompletionOnStopTest.java;// TODO: remove me;772b91fcab7330b06e56c25e15c79c17d3ce14b8;Method Removal
Camel;components/camel-google-drive/src/main/java/org/apache/camel/component/google/drive/GoogleDriveEndpoint.java;// TODO create API proxy, set connection properties, etc.;77848e1c4517c50e49f6acece774d929a06003ea;Method Unchanged
Camel;components/camel-amqp/src/test/java/org/apache/camel/component/amqp/AMQPRouteTest.java;// TODO fix this test, it looks like AMQP don't support Object message;77e214cf4fa52d005d3d2fe821e3281e9e3808e9;Method Changed
Camel;platforms/commands/commands-core/src/main/java/org/apache/camel/commands/CamelController.java;// TODO: rename;792ce5c5cc0af486b39471cf68206a2e95d3a037;Method Changed
Camel;components/camel-netty/src/main/java/org/apache/camel/component/netty/NettyProducer.java;// TODO: Is this correct for a UDP client;796cc3e6fb177792acea28a88e3da3e0c3029be1;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/processor/idempotent/IdempotentConsumer.java;// TODO: should support async routing engine;79e6d58443fcdda466c5dd0c84fa6fe15e0f524b;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java;// onException can only be added on the route-level and not nested in splitter/policy etc // Camel 3.0 will fix this where we will have a RouteScopeDefinition where route scoped // configuration must take place, and not from this generic ProcessorDefinition;7a1c8e84b1ab669fa5f0ceed0236ee1ffae971c6;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java;// TODO: move this to InterceptSendToEndpoint so its a special builder method on it only;7a3ef30e9bceb551e481e1907514e77d1e7e826b;Method Removal
Camel;camel-core/src/test/java/org/apache/camel/component/pojo/PojoRouteTest.java;// START SNIPPET: register // lets populate the context with the services we need // note that we could just use a spring.xml file to avoid this step;7a8868176102cbc9701fe0f5ed159b29c91ebb2f;Method Changed
Camel;camel-core/src/test/java/org/apache/camel/processor/onexception/ErrorOccuredInOnExceptionRoute.java;// TODO: Should also work with DLC // errorHandler(deadLetterChannel("mock:dead").disableRedelivery()),;7aa107f96e03eed7f231a5799019de46296df91f;Method Unchanged
Camel;components/camel-test-blueprint/src/main/java/org/apache/camel/test/blueprint/CamelBlueprintHelper.java;// explicitly set this to "false" - we will not depend on the order of starting bundles, // (and running their BP containers) but we will have to do more synchornization;7aa3b59dd7718a47c0f5e4417419b28772ba067b;Method Unchanged
Camel;components/camel-cxf/src/main/java/org/apache/camel/component/cxf/DefaultCxfBinding.java;// TODO handle other message types in the future.  Currently, this binding only  // deal with SOAP in PayLoad mode.;7ad85b490a32e26e1ba422a36827a326f8501108;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/model/ProcessorType.java;// TODO: davsclaus. I think we need to set the parent so you can use .end() blocks for // nested error handler with a complex routing //setParent(this),;7b0dc5133b0d6a42162b24d924568ef2443b83a9;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/impl/DefaultThreadPoolFactory.java;// TODO: when JDK7 we should setRemoveOnCancelPolicy(true);7c8817cedaec69a6093bbc8c623caf74735cb267;Method Changed
Camel;components/camel-websocket/src/main/java/org/apache/camel/component/websocket/DefaultWebsocket.java;// consumer is not set, this is produce only websocket // TODO - 06.06.2011, LK - deliver exchange to dead letter channel;7d7b38b0cacfdce8727af62d44b7fafdc1002627;Method Changed
Camel;components/camel-hazelcast/src/test/java/org/apache/camel/component/hazelcast/HazelcastAtomicnumberProducerTest.java;/** will be fixed in next hazelcast version (1.9.3). Mail from Talip (21.02.2011): * * I see. Hazelcast.shutdownAll() should cleanup instances (maps/queues). I just fixed it. * * AtomicNumber.destroy() should also destroy the number and if you call atomicNumber.get() after the destroy it should throw IllegalStateException. It is also fixed. * * set test to true by default. TODO: if we'll get the new hazelcast version I'll fix the test. */";7e649e72b93b56ecc27fd108a3cf39a20c230531;Method Changed
Camel;components/camel-hazelcast/src/test/java/org/apache/camel/component/hazelcast/HazelcastAtomicnumberProducerForSpringTest.java;/* * will be fixed in next hazelcast version (1.9.3). Mail from Talip (21.02.2011): * * I see. Hazelcast.shutdownAll() should cleanup instances (maps/queues). I just fixed it. * * AtomicNumber.destroy() should also destroy the number and if you call atomicNumber.get() after the destroy it should throw IllegalStateException. It is also fixed. * * set test to true by default. TODO: if we'll get the new hazelcast version I'll fix the test. */";7e649e72b93b56ecc27fd108a3cf39a20c230531;Method Changed
Camel;components/camel-hazelcast/src/test/java/org/apache/camel/component/hazelcast/HazelcastInstanceConsumerTest.java;// TODO --> check how an instance can be killed...;7e649e72b93b56ecc27fd108a3cf39a20c230531;Method Changed
Camel;components/camel-hazelcast/src/test/java/org/apache/camel/component/hazelcast/HazelcastListProducerTest.java;/* * TODO: is this case a norm ? should this case handled in a different way ? */";7e649e72b93b56ecc27fd108a3cf39a20c230531;Method Removal
Camel;components/camel-jetty/src/test/java/org/apache/camel/component/jetty/jettyproducer/MyInputStream.java;// TODO Auto-generated constructor stub;7ebdd1790c775b8c2535438ffb1eba55a32f9de1;Method Unchanged
Camel;platforms/commands/commands-jolokia/src/main/java/org/apache/camel/commands/jolokia/JolokiaCamelController.java;// TODO: parse the open data type;7f5e278f650ebc08e44ff3018047852d6351bef9;Method Changed
Camel;components/camel-osgi/src/main/java/org/apache/camel/osgi/CamelNamespaceHandler.java;// TODO: This does not look correct with the code below, why are the so few jaxb packages?;7f61a33c092bc8f7d0c280d79fdfd11cfa6f87ab;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/component/file/strategy/NewMarkerFileExclusiveReadLockStrategy.java;// TODO create the .camelFile;7f70df09b02c5a95b53bb9351c67ba1c750bbc15;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/file/NewFileComponent.java;// TODO: This code should be looked at, the parent stuff is might not needed;7f70df09b02c5a95b53bb9351c67ba1c750bbc15;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/component/file/NewFileComponent.java;// noop // TODO: Could be a noop in parent and only override if needed;7f70df09b02c5a95b53bb9351c67ba1c750bbc15;Method Unchanged
Camel;camel-core/src/main/java/org/apache/camel/component/file/strategy/NewFileLockExclusiveReadLockStrategy.java;// TODO: release read lock from above, as we should hold id during processing;7f70df09b02c5a95b53bb9351c67ba1c750bbc15;Method Changed
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsBinding.java;// TODO: should we throw an exception instead?;80448160f0a8569def7e5476fc9036209f249cbc;Method Changed
Camel;components/camel-jms/src/test/java/org/apache/camel/component/jms/TransactedJmsRouteTest.java;// TODO: This is not a nice unit test. Please do not do like this. Big, confusing and takes long time to run;807d12acf35eb7c0a9c3a43d829fce3a6878ec58;Class Removal
Camel;camel-jms/src/test/java/org/apache/camel/component/jms/TransactedJmsRouteTest.java;// // Sets up 2 consumers on single topic, one being transacted the other not.  Used to verify  // That each consumer can have independently configured transaction settings.  // Do a rollback, should cause the transacted consumer to re-deliver (since we are using a durable subscription) but not the un-transacted one. // TODO: find out why re-delivery is not working with a non durable transacted topic.;807d12acf35eb7c0a9c3a43d829fce3a6878ec58;Class Removal
Camel;components/camel-atmosphere-websocket/src/main/java/org/apache/camel/component/atmosphere/websocket/WebsocketConsumer.java;//REVISIT we need to disable JSR356 detection for now when using jetty-9.3 when using atmosphere-2.4.x //TODO switch to use contant ApplicationConfig.WEBSOCKET_SUPPRESS_JSR356 aftr atmosphere-2.4.2;80c1224b262242cd46a2fdcfe6dfd5c9bc3ffce5;Method Unchanged
Camel;platforms/catalog/src/test/java/org/apache/camel/catalog/CamelCatalogTest.java;// TODO: fix me later //assertEquals("foo/bar", map.get("path")),;823402193c84ca9ddbea98dab6f0ebd50cd7ddaf;Method Changed
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConsumer.java;// TODO: The async destroy code does not work well see https://issues.apache.org/jira/browse/CAMEL-4309 // getEndpoint().destroyMessageListenerContainer(listenerContainer),;829824fc012f10dec9572ded0469355e3b3789ef;Method Removal
Camel;components/camel-ftp/src/main/java/org/apache/camel/component/file/remote/SftpConsumer.java;// TODO do we need to adjust the TZ?;83139fae37e335810a6930aa34c5260bb272f5db;Method Changed
Camel;components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java;// TODO this method is need for looking up the customer configure component;833e9cac60e63945c9c9b2602c8d39b180dccae7;Method Unchanged
Camel;camel-core/src/test/java/org/apache/camel/processor/async/AsyncEndpointFailOverLoadBalanceMixed2Test.java;// TODO: Fix me with async load balancer //getMockEndpoint("mock:before").expectedBodiesReceived("Hello Camel"), //getMockEndpoint("mock:fail").expectedBodiesReceived("Hello Camel"), //getMockEndpoint("mock:after").expectedBodiesReceived("Bye World"), //getMockEndpoint("mock:result").expectedBodiesReceived("Bye World"),;835017fe66e5f9b515676c5ba3cb6e604333ea51;Method Changed
Camel;components/camel-saxon/src/test/java/org/apache/camel/component/xquery/XQueryURLBasedConcurrencyTest.java;// TODO: Work in progress;83b170b7550c71cd35e561432ebcfe891e1fabfc;Method Changed
Camel;platforms/karaf/commands/src/main/java/org/apache/camel/karaf/commands/EndpointList.java;// TODO: split desc in multi lines so it does not overflow;83c65ef9d13762b112cdced43c8ecaf88c99cde2;Method Changed
Camel;camel-core/src/main/java/org/apache/camel/queue/QueueEndpoint.java;// How can we create a specific Exchange if we are generic?? // perhaps it would be better if we did not implement this.;855c83b4187efa9ed4459f495ff824c3ec638f2e;Method Changed
Camel;components/camel-spring/src/main/java/org/apache/camel/spring/handler/CamelNamespaceHandler.java;// TODO: We need to inject bean post processors // but we need to camelContext id its referred from;85c1e8aa51f20632e20f4fac1258ead5ad3dabe6;Method Unchanged
Camel;camel-http/src/main/java/org/apache/camel/component/http/HttpEndpoint.java;// we need an external HTTP client such as commons-httpclient // TODO;85d7a943d131caba64f097163f59759be101ba5c;Method Removal
Camel;camel-jms/src/main/java/org/apache/camel/jms/JmsComponent.java;// TODO use an enum to auto-switch container types?;85d7a943d131caba64f097163f59759be101ba5c;Method Removal
Camel;components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsConfiguration.java;// TODO: simple is @deprecated and should be removed in Camel 2.7 when we upgrade to Spring 3;86142f45f6869caca6db39d1b316d39d27e8ecc0;Method Changed
